"Item","Cond","ProductionPercentage","AssociationRating","InferenceRating","CoherenceRating","ContextSentence","ContextEvent","TargetSentence","Target","Continuation","InferenceType","InferenceQuestion","NegationType","TargetVerb","ProductionQuestion","ProductionList","ProductionResponsesAll","ProductionFreqList"
38,"B",0,5.4,6.8,5.4,"Letzte Woche wurde im Dorf ein Jugendlicher","vermisst.","Der Fernsehsender berichtet, dass das","Lösegeld","sofort von der Familie gezahlt worden war.","consequence","Für wie wahrscheinlich halten Sie es, dass der Jugendliche entführt wurde?","kein+jemals","berichten","Jemand wurde vermisst.",1,"Entführung, Kind, Plakat - Kind, Polizei, Kommissar, Suche - Zeitungsartikel, Maddy, Polizei, Suchhunde, Wald - Milch, Hemd, Gefängnis - Liebe, Verbrechen, Distanz - Polizei, Vermisstenanzeige, Sehnsucht - Plakat, Meldung, Verlaufen - Suche, Polizei, Hilfe - Anzeige, Trauer, Verlust - Suchplakat, Hunde, Helikopter - Herz, Mensch, Polizei - Suche, Wald, Laub - Straftat, Kidnapper, Vermisstenanzeige - Tier, Kind, Suche, Polizei - Anzeige, Polizei, Ermittler","Polizei 7 Suche 4 Kind 3 Anzeige 2 Plakat 2 Vermisstenanzeige 2 Wald 2 Distanz 1 Entführung 1 Ermittler 1 Gefängnis 1 Helikopter 1 Hemd 1 Herz 1 Hilfe 1 Hunde 1 Kidnapper 1 Kommissar 1 Laub 1 Liebe 1 Maddy 1 Meldung 1 Mensch 1 Milch 1 Sehnsucht 1 Straftat 1 Suchhunde 1 Suchplakat 1 Tier 1 Trauer 1 Verbrechen 1 Verlaufen 1 Verlust 1 Zeitungsartikel 1"
38,"C",NA,6.6,3.9,1.3,"Kein Jugendlicher wurde jemals im Dorf","entführt.","Der Fernsehsender berichtet, dass das","Lösegeld","sofort von der Familie gezahlt worden war.","consequence","Für wie wahrscheinlich halten Sie es, dass ein Jugendlicher entführt wurde?","kein+jemals","berichten",NA,NA,NA,NA
38,"D",NA,5.4,3.6,1.7,"Kein Jugendlicher wurde jemals im Dorf","vermisst.","Der Fernsehsender berichtet, dass das","Lösegeld","sofort von der Familie gezahlt worden war.","consequence","Für wie wahrscheinlich halten Sie es, dass ein Jugendlicher entführt wurde?","kein+jemals","berichten",NA,NA,NA,NA
39,"A",0.27,6.9,6.8,6.7,"Diese Woche wurde die Regionalwahl","gewonnen.","Der Kandidat schildert, dass der","Sieg","sehr überraschend für ihn war.","consequence","Für wie wahrscheinlich halten Sie es, dass die Regionalwahl gewonnen wurde?","nicht","schildern","Etwas wurde gewonnen.",1,"Preis, Wettrennen, Medaille - Wettbewerb, Rennen, Preis, Glück - Preis, Treppchen, Sieg - Turnier, Lotto, Preis, Geld - Sieg, Freude, Verloren - Glück, Arbeit, Erfüllung - Preis, Marathon, Medaille - Pokal, Sieg, Freude - Preis, Gewinn, Podest - Rennen, Wettbewerb, Sieg - Olympia, Wettbewerb, Geld, Freude - Lebensfreude, Preis, Erfahrung, Wein - Podest, Medaille, Schwimmbad - Spiel, Pokal, Fussball - Preis, Pokal, Geld","Preis 8 Sieg 4 Freude 3 Geld 3 Medaille 3 Pokal 3 Wettbewerb 3 Glück 2 Podest 2 Rennen 2 Arbeit 1 Erfahrung 1 Erfüllung 1 Fussball 1 Gewinn 1 Lebensfreude 1 Lotto 1 Marathon 1 Olympia 1 Schwimmbad 1 Spiel 1 Treppchen 1 Turnier 1 Verloren 1 Wein 1 Wettrennen 1"
39,"B",0,3.1,6.4,6.8,"Diese Woche wurde die Regionalwahl","durchgeführt.","Der Kandidat schildert, dass der","Sieg","sehr überraschend für ihn war.","consequence","Für wie wahrscheinlich halten Sie es, dass die Regionalwahl gewonnen wurde?","nicht","schildern","Etwas wurde durchgeführt.",2,"Umfrage, Forscher, Wissen - Operation, Mission, Aufgabe - Ablauf, Plan, Aufsicht - Erfolg, Arbeit, Schule - Operation, Kabel, Meeting - Programm, Auftritt, Untersuchung - Studie, Experiment, Versuch - Operation, Eingriff, Reparatur - Überprüfung, Wartung, Installation - Arbeitskraft, Mannschaft, Erfolg - Nadel, Faden, Naht - Untersuchung, Prüfung, Operation - Versuch, Chemieexperiment, Protokoll - Aufgabe, Termin, Projekt, Plan - Operation, Aufgabe, Arbeit","Operation 5 Aufgabe 3 Arbeit 2 Erfolg 2 Plan 2 Untersuchung 2 Versuch 2 Ablauf 1 Arbeitskraft 1 Aufsicht 1 Auftritt 1 Chemieexperiment 1 Eingriff 1 Experiment 1 Faden 1 Forscher 1 Installation 1 Kabel 1 Mannschaft 1 Meeting 1 Mission 1 Nadel 1 Naht 1 Programm 1 Projekt 1 Protokoll 1 Prüfung 1 Reparatur 1 Schule 1 Studie 1 Termin 1 Überprüfung 1 Umfrage 1 Wartung 1 Wissen 1"
39,"C",NA,6.9,3.7,2.6,"Die Regionalwahl wurde nicht","gewonnen.","Der Kandidat schildert, dass der","Sieg","sehr überraschend für ihn war.","consequence","Für wie wahrscheinlich halten Sie es, dass die Regionalwahl gewonnen wurde?","nicht","schildern",NA,NA,NA,NA
39,"D",NA,3.1,2.5,1.4,"Die Regionalwahl wurde nicht","durchgeführt.","Der Kandidat schildert, dass der","Sieg","sehr überraschend für ihn war.","consequence","Für wie wahrscheinlich halten Sie es, dass die Regionalwahl gewonnen wurde?","nicht","schildern",NA,NA,NA,NA
40,"A",0.73,7,6.8,6.9,"Am Freitag hat es in Bayern","gewittert.","Die Camperin entdeckte, dass der","Blitz","genau neben ihrem Zelt eingeschlagen hatte.","instrument","Für wie wahrscheinlich halten Sie es, dass es gewittert hat?","nicht","entdecken","Es hat gewittert.",2,"Regen, Blitz, Donner, Hagel - Donner, Blitz, Unwetter, Regen - Regen, Donner, Blitz - Regen, Donner, Wind - Wetter, Blitz, Regen - Wolke, Blitz, Regen - Regen, Wolken, Donner - Donner, Blitz, Sturm, Wolken - Wald, Regen, Kälte, Blitze - Sturm, Regen, Schaden - Donner, Blitz, Regen - Regen, Blitz, Donner - Regen, Wolken, Wetter","Regen 12 Blitz 8 Donner 8 Wolken 3 Sturm 2 Wetter 2 Blitze 1 Hagel 1 Kälte 1 Schaden 1 Unwetter 1 Wald 1 Wind 1 Wolke 1"
40,"B",0,4.5,6.5,4.6,"Am Freitag hat es in Bayern","geregnet.","Die Camperin entdeckte, dass der","Blitz","genau neben ihrem Zelt eingeschlagen hatte.","instrument","Für wie wahrscheinlich halten Sie es, dass es gewittert hat?","nicht","entdecken","Es hat geregnet.",1,"Regen, Wetter, Natur - Wetter, Wasser, Blumen - Regen, Wasser, Straße - Regen, Wolke, Gummistiefel - Schnee, Himmel, Nässe - Wetter, Dunkelheit, Nässe - Regen, Wetter, Regenschirm - Regen, Wasser, Pfütze - Regen, Kälte, Geruch - Wasser, Pfütze, Schirm - Schuhe, Schirm, Jacke - Wolke, Trauer, Wasser, Pflanzen, Garten, - Regenduft, Sonne, Wolken, Herbst, Gummistiefel - Rinne, Äste, Dreck - Wasser, Herbst, Gewitter, Wolken","Regen 6 Wasser 6 Wetter 4 Gummistiefel 2 Herbst 2 Nässe 2 Pfütze 2 Schirm 2 Wolke 2 Wolken 2 Äste 1 Blumen 1 Dreck 1 Dunkelheit 1 Garten 1 Geruch 1 Gewitter 1 Himmel 1 Jacke 1 Kälte 1 Natur 1 Pflanzen 1 Regenduft 1 Regenschirm 1 Rinne 1 Schnee 1 Schuhe 1 Sonne 1 Straße 1 Trauer 1"
40,"C",NA,7,3.4,1.4,"Es hat in Bayern nicht","gewittert.","Die Camperin entdeckte, dass der","Blitz","genau neben ihrem Zelt eingeschlagen hatte.","instrument","Für wie wahrscheinlich halten Sie es, dass es gewittert hat?","nicht","entdecken",NA,NA,NA,NA
40,"D",NA,4.5,4.6,2.2,"Es hat in Bayern nicht","geregnet.","Die Camperin entdeckte, dass der","Blitz","genau neben ihrem Zelt eingeschlagen hatte.","instrument","Für wie wahrscheinlich halten Sie es, dass es gewittert hat?","nicht","entdecken",NA,NA,NA,NA
42,"A",0.13,6.9,6.6,5.9,"Letzten Monat hat der Dozent seine Freundin","betrogen.","Sie fand heraus, dass die","Affäre","schon ein paar Wochen dauerte.","instrument","Für wie wahrscheinlich halten Sie es, dass der Dozent seine Freundin betrogen hat?","niemals","herausfinden","Jemand hat jemanden betrogen.",2,"Drama, Misstrauen, Affaire | Affäre - Beziehung, Frau, Mann, Ehe - Geld, Liebe, Telephon - Bett, Liebhaber, Ehefrau - Beziehung, Seitensprung, Verrat - Beziehung, Affäre, Eifersucht - Spiel, Beziehung, Geschäft - Trauer, Wut, Angst, Untreue, Verlust - Verrat, Loyalität, Lüge - Untreue, Respektlos, Schmerz - Misstrauen, Betrug, Partnerschaft - Sex, Vertrauen, Lügen - Lüge, Frau, Mann - Verrat, Beziehung, Scheidung - Schmerzen, Tränen, Liebe","Beziehung 5 Verrat 3 Affäre 2 Frau 2 Liebe 2 Lüge 2 Mann 2 Misstrauen 2 Untreue 2 Affaire 1 Angst 1 Betrug 1 Bett 1 Drama 1 Ehe 1 Ehefrau 1 Eifersucht 1 Geld 1 Geschäft 1 Liebhaber 1 Loyalität 1 Lügen 1 Partnerschaft 1 Respektlos 1 Scheidung 1 Schmerz 1 Schmerzen 1 Seitensprung 1 Sex 1 Spiel 1 Telephon 1 Tränen 1 Trauer 1 Verlust 1 Vertrauen 1 Wut 1"
42,"B",0,5.1,6.9,5.9,"Letzten Monat hat der Dozent seine Freundin","angelogen.","Sie fand heraus, dass die","Affäre","schon ein paar Wochen dauerte.","instrument","Für wie wahrscheinlich halten Sie es, dass der Dozent seine Freundin betrogen hat?","niemals","herausfinden","Jemand hat jemanden angelogen.",1,"Vertrauen, Wahrheit, Schutz - Lüge, Vertrauensbruch, Freundschaft, - Vertrauensbruch, Freundschaft, Emotionen, Beziehung, Betrug, Kollegium - Ohr, Bank, Geld - Lüge, Untreue, Partner - Flucht, Lüge, Ausweg - Lügner, Vorteil, Geheimnis - Lüge, Strafe, Karma - Lüge, Betrug, Trauer, Enttäuschung - Betrug, Vetrauen, Rückgrad - Lüge, Geheimnis, Telefon - Lüge, Augen, Gewissen - Misstrauen, Freunde, Wahrheit - Lüge, Vertrauensmissbrauch, Traurigkeit - Lüge, Intrige, Verrat","Lüge 9 Betrug 3 Freundschaft 2 Geheimnis 2 Vertrauensbruch 2 Wahrheit 2 Augen 1 Ausweg 1 Bank 1 Beziehung 1 Emotionen 1 Enttäuschung 1 Flucht 1 Freunde 1 Geld 1 Gewissen 1 Intrige 1 Karma 1 Kollegium 1 Lügner 1 Misstrauen 1 Ohr 1 Partner 1 Rückgrad 1 Schutz 1 Strafe 1 Telefon 1 Trauer 1 Traurigkeit 1 Untreue 1 Verrat 1 Vertrauen 1 Vertrauensmissbrauch 1 Vetrauen 1 Vorteil 1"
42,"C",NA,6.9,4,1.1,"Der Dozent hat seine Freundin niemals","betrogen.","Sie fand heraus, dass die","Affäre","schon ein paar Wochen dauerte.","instrument","Für wie wahrscheinlich halten Sie es, dass der Dozent seine Freundin betrogen hat?","niemals","herausfinden",NA,NA,NA,NA
42,"D",NA,5.1,5.4,1.5,"Der Dozent hat seine Freundin niemals","angelogen.","Sie fand heraus, dass die","Affäre","schon ein paar Wochen dauerte.","instrument","Für wie wahrscheinlich halten Sie es, dass der Dozent seine Freundin betrogen hat?","niemals","herausfinden",NA,NA,NA,NA
44,"A",0.07,6.9,6.5,6.9,"Heute früh haben die Spaziergänger","einen Krankenwagen gerufen.","Sie hörten, dass die","Sirene","langsam immer lauter wurde.","consequence","Für wie wahrscheinlich halten Sie es, dass die Spaziergänger einen Krankenwagen gerufen haben?","kein","hören","Jemand hat einen Krankenwagen gerufen.",2,"Verletzung, Unfall, Telefon - Not, Hilfe, Rettung - Notfall, Blaulicht, Arzt - Telefon, Fahrzeug, Liege - Telefon, Blaulicht, Notfall - Hilfe, Handy, Anruf - Handy, Blaulicht, Trage - Unfall, Verletzter, Schmerz, Gefahr - Person, Gefahr, Notlage, Notruf - Unfall, Auto, Motorrad - Schmerzen, Unfall, Blut - Notfall, Unfall, Verletzte - Sirene, Sanitäter, Krankenhaus, Unfall - Telefon, Blaulicht, Notarzt - Notruf, Notfall, Unfall","Unfall 7 Blaulicht 4 Notfall 4 Telefon 4 Gefahr 2 Handy 2 Hilfe 2 Notruf 2 Anruf 1 Arzt 1 Auto 1 Blut 1 Fahrzeug 1 Krankenhaus 1 Liege 1 Motorrad 1 Not 1 Notarzt 1 Notlage 1 Person 1 Rettung 1 Sanitäter 1 Schmerz 1 Schmerzen 1 Sirene 1 Trage 1 Verletzte 1 Verletzter 1 Verletzung 1"
44,"B",0,5.8,6.4,5.8,"Heute früh haben die Spaziergänger","einen Arzt gerufen.","Sie hörten, dass die","Sirene","langsam immer lauter wurde.","consequence","Für wie wahrscheinlich halten Sie es, dass die Spaziergänger einen Krankenwagen gerufen haben?","kein","hören","Jemand hat einen Arzt gerufen.",1,"Krankenwagen, Notartzt, Herzstillstand - Telefon, Unfall, Notfall - Telefon, Arzt, Krankheit - Hilfe, Medizin, Medikament - Telefon, Not, Krankenwagen - Notfall, Krankenwagen, Unfall - Unfall, Krankheit, Verlust - Notfall, Krankheit, Sturz, Fieber, - Notfall, Hilfe, Untersuchung - Krankheit, Notfall, Telefon - Krankheit, Unfall, Bettlägerigkeit - Notfall, Hilfe, Rettung - Notfall, Krankenwagen, Herzstillstand, Blaulicht - Telefon, Kittel, Büro - Hausarzt, Krankenhaus, Medizin, Herzinfarkt","Notfall 7 Krankheit 5 Telefon 5 Krankenwagen 4 Unfall 4 Hilfe 3 Herzstillstand 2 Medizin 2 Arzt 1 Bettlägerigkeit 1 Blaulicht 1 Büro 1 Fieber 1 Hausarzt 1 Herzinfarkt 1 Kittel 1 Krankenhaus 1 Medikament 1 Not 1 Notartzt 1 Rettung 1 Sturz 1 Untersuchung 1 Verlust 1"
44,"C",NA,6.9,3.6,2.1,"Die Spaziergänger haben","keinen Krankenwagen gerufen.","Sie hörten, dass die","Sirene","langsam immer lauter wurde.","consequence","Für wie wahrscheinlich halten Sie es, dass die Spaziergänger einen Krankenwagen gerufen haben?","kein","hören",NA,NA,NA,NA
44,"D",NA,5.8,1.5,2.1,"Die Spaziergänger haben","keinen Arzt gerufen.","Sie hörten, dass die","Sirene","langsam immer lauter wurde.","consequence","Für wie wahrscheinlich halten Sie es, dass die Spaziergänger einen Krankenwagen gerufen haben?","kein","hören",NA,NA,NA,NA
46,"A",0.13,7,6.5,6.6,"Diesen Monat hat sich der Ehemann","einen Psychologen gesucht.","Er bemerkte, dass die","Therapie","schon bald positive Auswirkungen zeigte.","consequence","Für wie wahrscheinlich halten Sie es, dass sich der Ehemann einen Psychologen gesucht hat?","niemals","bemerken","Jemand hat sich einen Psychologen gesucht.",2,"Krankenkasse, Telefon, Internet - Probleme, Depression, Stress, Emotionskontrolle - Sucht, Hilfe, Verzweiflung - Trauma, Stress, Angst - Depression, Therapeut, Krankheit - Depression, Gefühle, Sofa - Therapie, Hilfe, Psychologie - Trauer, Hilfe, Gespräch - Hilfe, Gesundheit, Schmerz - Gesundheit, Hilfe, Vertrauen - Krankheit, Depressionen, Sofa - Hilfe, Depression, Hoffnung - Couch, Brille, Leder - Therapie, Hilfe, Unterstützung - Problem, Gespräch, Analyse","Hilfe 7 Depression 4 Gespräch 2 Gesundheit 2 Krankheit 2 Sofa 2 Stress 2 Therapie 2 Analyse 1 Angst 1 Brille 1 Couch 1 Depressionen 1 Emotionskontrolle 1 Gefühle 1 Hoffnung 1 Internet 1 Krankenkasse 1 Leder 1 Problem 1 Probleme 1 Psychologie 1 Schmerz 1 Sucht 1 Telefon 1 Therapeut 1 Trauer 1 Trauma 1 Unterstützung 1 Vertrauen 1 Verzweiflung 1"
46,"B",0.07,5.8,5.9,6.5,"Diesen Monat hat sich der Ehemann","Unterstützung gesucht.","Er bemerkte, dass die","Therapie","schon bald positive Auswirkungen zeigte.","consequence","Für wie wahrscheinlich halten Sie es, dass sich der Ehemann einen Psychologen gesucht hat?","niemals","bemerken","Jemand hat sich Unterstützung gesucht.",1,"Hilfe, Freunde, Therapie - Geistliche Gesundheit, Hilfe, Verzweiflung, - AWO, Rentner, Hilfskraft, Jobcenter - Schuhe, Stöcke, Brief - Hilfe, Sozialarbeit, Sozialhilfe - Hilfe, Erklärung, Lösung - Hilfe, Bauarbeiter, Auftrag - Hilfe, Freunde, Familie - Hilfe, Anruf, Not - Hilfe, Gewicht, Freundschaft - Hilfe, Freund, Telefon - Hilfe, Beistand, Eltern - Politik, Unterschrift, Hilfe - Gemeinschaft, Hilfe, Problem - Hilfe, Antrag, Menschen","Hilfe 13 Freunde 2 Anruf 1 Antrag 1 Auftrag 1 AWO 1 Bauarbeiter 1 Beistand 1 Brief 1 Eltern 1 Erklärung 1 Familie 1 Freund 1 Freundschaft 1 Geistliche 1 Gemeinschaft 1 Gesundheit 1 Gewicht 1 Hilfskraft 1 Jobcenter 1 Lösung 1 Menschen 1 Not 1 Politik 1 Problem 1 Rentner 1 Schuhe 1 Sozialarbeit 1 Sozialhilfe 1 Stöcke 1 Telefon 1 Therapie 1 Unterschrift 1 Verzweiflung 1"
46,"C",NA,7,3.3,1.1,"Der Ehemann hat sich niemals","einen Psychologen gesucht.","Er bemerkte, dass die","Therapie","schon bald positive Auswirkungen zeigte.","consequence","Für wie wahrscheinlich halten Sie es, dass sich der Ehemann einen Psychologen gesucht hat?","niemals","bemerken",NA,NA,NA,NA
46,"D",NA,5.8,3.9,2.3,"Der Ehemann hat sich niemals","Unterstützung gesucht.","Er bemerkte, dass die","Therapie","schon bald positive Auswirkungen zeigte.","consequence","Für wie wahrscheinlich halten Sie es, dass sich der Ehemann einen Psychologen gesucht hat?","niemals","bemerken",NA,NA,NA,NA
48,"A",0.07,6.5,6.8,6.8,"Heute ist die Schulklasse des Gymnasiums","mit der Bahn gefahren.","Der Schulsprecher schildert, dass der","Waggon","ziemlich voll gewesen war.","instrument","Für wie wahrscheinlich halten Sie es, dass die Schulklasse mit der Bahn gefahren ist?","kein+jemals","schildern","Jemand ist mit der Bahn gefahren.",2,"Schienen, Verkehrsmittel, Menschen - Teuer, Unzuverlässig, Verspätung - Transport, Nahverkehr, Enge - Zug, Menschen, Verspätung - Fahrschein, Sitzplatz, Zug - Verspätung, Reise, Maske - Verspätung, Ruhe, Strom - Sitz, Gleis, Fenster - Sitz, Fahrt, Fahrkarte - Bahnfahrt, Sitze, Atmosphäre, Zeit - Ticket | Tickets, Gestank, Lärm - Waggon, Schaffner, Passagier - Passagier, Tourist, Pendler, Schüler - Zug, Bahnhof, Bahnsteig, Gleis - Zug, Verspätung, Reise","Verspätung 5 Zug 4 Gleis 2 Menschen 2 Passagier 2 Reise 2 Sitz 2 Atmosphäre 1 Bahnfahrt 1 Bahnhof 1 Bahnsteig 1 Enge 1 Fahrkarte 1 Fahrschein 1 Fahrt 1 Fenster 1 Gestank 1 Lärm 1 Maske 1 Nahverkehr 1 Pendler 1 Ruhe 1 Schaffner 1 Schienen 1 Schüler 1 Sitze 1 Sitzplatz 1 Strom 1 Teuer 1 Ticket 1 Tickets 1 Tourist 1 Transport 1 Unzuverlässig 1 Verkehrsmittel 1 Waggon 1 Zeit 1"
48,"B",0,3.8,6.7,6.5,"Heute ist die Schulklasse des Gymnasiums","auf Klassenfahrt gefahren.","Der Schulsprecher schildert, dass der","Waggon","ziemlich voll gewesen war.","instrument","Für wie wahrscheinlich halten Sie es, dass die Schulklasse mit der Bahn gefahren ist?","kein+jemals","schildern","Jemand ist auf Klassenfahrt gefahren.",1,"Bus, Ausflug, Klasse - Schule, Lehrer, Klasse - Bus, Koffer, Schule - Bus, Kinder, Jugendherberge - Bus, Ausflug, Schüler - Bus, Kinder, Geräusche - Bus, MitschülerInnen, Lehrer - Schule, Freude, Heimweh - Rom, Gymnasium, Schule - Mobbing, Bus, Schloss Dankern, Heimweh - Schule, Freunde, Spaß, Heimweh - Lehrer, Alkohol, Museum - Schule, Freude, Jugendherberge, Ausflüge - Koffer, Teddy, Bier - Ausflug, Freunde, Lehrer","Bus 7 Schule 6 Lehrer 4 Ausflug 3 Heimweh 3 Freude 2 Freunde 2 Jugendherberge 2 Kinder 2 Klasse 2 Koffer 2 Alkohol 1 Ausflüge 1 Bier 1 Dankern 1 Geräusche 1 Gymnasium 1 MitschülerInnen 1 Mobbing 1 Museum 1 Rom 1 Schloss 1 Schüler 1 Spaß 1 Teddy 1"
48,"C",NA,6.5,3.7,2,"Keine Schulklasse des Gymnasiums ist jemals","mit der Bahn gefahren.","Der Schulsprecher schildert, dass der","Waggon","ziemlich voll gewesen war.","instrument","Für wie wahrscheinlich halten Sie es, dass eine Schulklasse mit der Bahn gefahren ist?","kein+jemals","schildern",NA,NA,NA,NA
48,"D",NA,3.8,4.2,1.4,"Keine Schulklasse des Gymnasiums ist jemals","auf Klassenfahrt gefahren.","Der Schulsprecher schildert, dass der","Waggon","ziemlich voll gewesen war.","instrument","Für wie wahrscheinlich halten Sie es, dass eine Schulklasse mit der Bahn gefahren ist?","kein+jemals","schildern",NA,NA,NA,NA
50,"A",0.2,6.5,6.5,5.9,"Dieses Jahr hat die Vermieterin im Haus mehrere Wohnungen","gestrichen.","Sie sorgte dafür, dass der","Pinsel","stets mit Vorsicht angesetzt wurde.","instrument","Für wie wahrscheinlich halten Sie es, dass die Vermieterin Wohnungen gestrichen hat?","kein","sorgen für","Etwas wurde gestrichen.",2,"Sanierung, Farbe, Arbeit - Farbe, Wand, Pinsel - Zug, Anzeigetafel, Bank - Wand, Budget, Mauer - Farbe, Wand, Farbrolle - Farbe, Wohnung, Wand - Wand, Pinsel, Farbe - Wand, Tapete, Farbe - Wand, Maler, Farbe - Stift, Schule, Lehrer - Text, Konzept, Plan - Rolle, Farbe, Malerfließ - Wand, Pinsel, Farbe, Maler - Wand, Farbe, Farbrolle - Weiss, Wohnung, Ausziehen, Übergabe, Wand, Farbflecken","Farbe 10 Wand 10 Pinsel 3 Farbrolle 2 Maler 2 Wohnung 2 Anzeigetafel 1 Arbeit 1 Ausziehen 1 Bank 1 Budget 1 Farbflecken 1 Konzept 1 Lehrer 1 Malerfließ 1 Mauer 1 Plan 1 Rolle 1 Sanierung 1 Schule 1 Stift 1 Tapete 1 Text 1 Übergabe 1 Weiss 1 Zug 1"
50,"B",0,3.6,5.6,4.9,"Dieses Jahr hat die Vermieterin im Haus mehrere Wohnungen","bearbeitet.","Sie sorgte dafür, dass der","Pinsel","stets mit Vorsicht angesetzt wurde.","instrument","Für wie wahrscheinlich halten Sie es, dass die Vermieterin Wohnungen gestrichen hat?","kein","sorgen für","Etwas wurde bearbeitet.",1,"Holz, Metall, Stein - Dokument, Vorlesung, Haus - Antrag, Aufgabe, Anfrage - Datei, Skulptur, Fehler - Dokument, Papier, Computer - Aufgabe, Wand, Projekt - Datei, Dokument, Computer, Arbeit - Dokument, Foto, Möbel - Auftrag, Antrag, Zulassung - Holz, Lack, Material - Holz, Stahl, Werkzeug - Klausur, Aufgaben, Formular - Dokument, Antrag, Amt - Computer, Datei, Lehrer - Antrag, Bestellung, Muster","Dokument 5 Antrag 4 Computer 3 Datei 3 Holz 3 Aufgabe 2 Amt 1 Anfrage 1 Arbeit 1 Aufgaben 1 Auftrag 1 Bestellung 1 Fehler 1 Formular 1 Foto 1 Haus 1 Klausur 1 Lack 1 Lehrer 1 Material 1 Metall 1 Möbel 1 Muster 1 Papier 1 Projekt 1 Skulptur 1 Stahl 1 Stein 1 Vorlesung 1 Wand 1 Werkzeug 1 Zulassung 1"
50,"C",NA,6.5,1.8,1.7,"Die Vermieterin hat im Haus keine Wohnungen","gestrichen.","Sie sorgte dafür, dass der","Pinsel","stets mit Vorsicht angesetzt wurde.","instrument","Für wie wahrscheinlich halten Sie es, dass die Vermieterin Wohnungen gestrichen hat?","kein","sorgen für",NA,NA,NA,NA
50,"D",NA,3.6,1.5,1.1,"Die Vermieterin hat im Haus keine Wohnungen","bearbeitet.","Sie sorgte dafür, dass der","Pinsel","stets mit Vorsicht angesetzt wurde.","instrument","Für wie wahrscheinlich halten Sie es, dass die Vermieterin Wohnungen gestrichen hat?","kein","sorgen für",NA,NA,NA,NA
52,"A",0.33,6.8,6.8,6.7,"Eben stellte die Gastwirtin fest, dass die Soße schon","schlecht geworden war.","Sie sah, dass der","Schimmel","schon das ganze Glas bedeckte.","consequence","Für wie wahrscheinlich halten Sie es, dass die Soße schlecht geworden war?","noch nicht","sehen","Etwas war schlecht geworden.",2,"Schimmel, Magen, Abfall - Essen, Mindesthaltbarkeitsdatum, Bakterien - Apfel, Tomate, Zitrone - Schimmel, Essen, Zeit - Milch, Obst, Gemüse - Schimmel, Geruch, Müll - Essen, Beziehung, Milch - Milch, Essen, Kühlschrank, Joghurt - Haltbarkeit, Aufbewahrung, Zeit - Essen, Kühlschrank, Mülleimer - Essen, Sicht, Augen - Haltbarkeitsdatum, Verpackung, Nahrung - Geruch, Schimmel, Fleisch, Gemüse - Joghurt, Essen, Obst - Müll, Schimmel, Geruch","Essen 7 Schimmel 5 Geruch 3 Milch 3 Gemüse 2 Joghurt 2 Kühlschrank 2 Müll 2 Obst 2 Zeit 2 Abfall 1 Apfel 1 Aufbewahrung 1 Augen 1 Bakterien 1 Beziehung 1 Fleisch 1 Haltbarkeit 1 Haltbarkeitsdatum 1 Magen 1 Mindesthaltbarkeitsdatum 1 Mülleimer 1 Nahrung 1 Sicht 1 Tomate 1 Verpackung 1 Zitrone 1"
52,"B",0.07,4.3,6.8,6.2,"Eben stellte die Gastwirtin fest, dass die Soße schon","lange geöffnet war.","Sie sah, dass der","Schimmel","schon das ganze Glas bedeckte.","consequence","Für wie wahrscheinlich halten Sie es, dass die Soße schlecht geworden war?","noch nicht","sehen","Etwas war lange geöffnet.",1,"Laden, Verkauf, Einkaufszentrum, - Tür, Supermarkt, Waren - Tür, Fenster, Luft - Bar, Club, Corona - Supermarkt, Feierabend, Einkauf - Geschäft, Nacht, Einkauf - Schimmel, Ekel, Gestank - Museum, Supermarkt, Dose - Kneipe, Disko, Döner - Glas, Marmelade, Kuehlschrank - Discothek, Fahrradschloss, Café, Zirkus - Untergang, Masken, Menschentraube - Bücherei, Laden, Geschäft - Laden, Restaurant, Garagentor - Geschäft, Uhrzeit, Restaurant","Geschäft 3 Laden 3 Supermarkt 3 Einkauf 2 Restaurant 2 Tür 2 Bar 1 Bücherei 1 Café 1 Club 1 Corona 1 Discothek 1 Disko 1 Döner 1 Dose 1 Einkaufszentrum 1 Ekel 1 Fahrradschloss 1 Feierabend 1 Fenster 1 Garagentor 1 Gestank 1 Glas 1 Kneipe 1 Kuehlschrank 1 Luft 1 Marmelade 1 Masken 1 Menschentraube 1 Museum 1 Nacht 1 Schimmel 1 Uhrzeit 1 Untergang 1 Verkauf 1 Waren 1 Zirkus 1"
52,"C",NA,6.8,4.6,1.5,"Die Gastwirtin stellte fest, dass die Soße noch nicht","schlecht geworden war.","Sie sah, dass der","Schimmel","schon das ganze Glas bedeckte.","consequence","Für wie wahrscheinlich halten Sie es, dass die Soße schlecht geworden war?","noch nicht","sehen",NA,NA,NA,NA
52,"D",NA,4.3,6.3,3.4,"Die Gastwirtin stellte fest, dass die Soße noch nicht","lange geöffnet war.","Sie sah, dass der","Schimmel","schon das ganze Glas bedeckte.","consequence","Für wie wahrscheinlich halten Sie es, dass die Soße schlecht geworden war?","noch nicht","sehen",NA,NA,NA,NA
